,ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year
256596,84.0,67.0,15.0,1446.0,1431,1255,96.0,,0,0.0,7,23,27.0,1322.0,SDF,451.0,0,1572,15.0,1,0.0,IAD,0.0,N655BR,4.0,13.0,DH,0.0,2005
256663,111.0,84.0,-7.0,1046.0,1053,900,113.0,,0,0.0,2,11,-5.0,855.0,ATL,533.0,0,4624,0.0,1,0.0,IAD,0.0,N755EV,10.0,17.0,EV,0.0,2005
256769,75.0,57.0,-9.0,2236.0,2245,2125,80.0,,0,0.0,4,27,-4.0,2121.0,BDL,326.0,0,1743,0.0,1,0.0,IAD,0.0,N679BR,5.0,13.0,DH,0.0,2005
256842,93.0,71.0,-7.0,1008.0,1015,835,100.0,,0,0.0,6,1,0.0,835.0,CVG,388.0,0,5798,0.0,1,0.0,IAD,0.0,N819cA,2.0,20.0,OH,0.0,2005
256847,130.0,93.0,15.0,1630.0,1615,1420,115.0,,0,0.0,6,1,0.0,1420.0,JAX,631.0,0,5804,0.0,1,15.0,IAD,0.0,N984CA,2.0,35.0,OH,0.0,2005
256868,79.0,57.0,-12.0,1518.0,1530,1405,85.0,,0,0.0,3,12,-6.0,1359.0,CLT,321.0,0,1439,0.0,1,0.0,IAD,0.0,N705BR,4.0,18.0,DH,0.0,2005
257044,133.0,110.0,9.0,2353.0,2344,2130,134.0,,0,0.0,7,23,10.0,2140.0,MCO,758.0,0,5,0.0,1,0.0,IAD,0.0,N806BR,6.0,17.0,DH,0.0,2005
257053,85.0,57.0,-11.0,2318.0,2329,2155,94.0,,0,0.0,1,10,-2.0,2153.0,BOS,413.0,0,804,0.0,1,0.0,IAD,0.0,N566UA,3.0,25.0,UA,0.0,2005
257067,,,,,1801,1635,86.0,B,1,0.0,6,22,,,PVD,372.0,0,1631,0.0,1,0.0,IAD,0.0,N656BR,0.0,0.0,DH,0.0,2005
257083,81.0,60.0,-7.0,1054.0,1101,930,91.0,,0,0.0,6,8,3.0,933.0,MHT,418.0,0,1866,0.0,1,0.0,IAD,0.0,N627BR,3.0,18.0,DH,0.0,2005
257142,365.0,331.0,4.0,2054.0,2050,1750,360.0,,0,0.0,3,26,-1.0,1749.0,SFO,2419.0,0,951,0.0,1,0.0,IAD,0.0,N812UA,9.0,25.0,UA,0.0,2005
257406,136.0,107.0,19.0,1914.0,1855,1740,135.0,,0,0.0,1,3,18.0,1758.0,ORD,589.0,0,309,0.0,1,19.0,IAD,0.0,N660UA,6.0,23.0,UA,0.0,2005
257471,131.0,111.0,6.0,743.0,737,635,122.0,,0,0.0,3,5,-3.0,632.0,ORD,589.0,0,1908,0.0,1,0.0,IAD,0.0,N671BR,6.0,13.0,DH,0.0,2005
257489,121.0,97.0,-13.0,2339.0,2352,2135,137.0,,0,0.0,1,24,3.0,2138.0,MCO,758.0,0,1569,0.0,1,0.0,IAD,0.0,N479UA,6.0,18.0,UA,0.0,2005
257503,330.0,310.0,-23.0,2024.0,2047,1750,357.0,,0,0.0,1,31,4.0,1754.0,SFO,2419.0,0,951,0.0,1,0.0,IAD,0.0,N564UA,3.0,17.0,UA,0.0,2005
257571,50.0,33.0,-30.0,2033.0,2103,1945,78.0,,0,0.0,5,28,-2.0,1943.0,PIT,183.0,0,1274,0.0,1,0.0,IAD,0.0,N665BR,5.0,11.0,DH,0.0,2005
257650,65.0,41.0,-18.0,1152.0,1210,1050,80.0,,0,0.0,7,16,-3.0,1047.0,JFK,228.0,0,1080,0.0,1,0.0,IAD,0.0,N672BR,6.0,17.0,DH,0.0,2005
257699,,,,,1020,855,85.0,B,1,0.0,7,23,,,SWF,251.0,0,1917,0.0,1,0.0,IAD,0.0,N624BR,0.0,0.0,DH,0.0,2005
257705,137.0,108.0,13.0,1955.0,1942,1725,137.0,,0,0.0,4,27,13.0,1738.0,MCO,758.0,0,1565,0.0,1,0.0,IAD,0.0,N467UA,5.0,24.0,UA,0.0,2005
257844,116.0,92.0,-7.0,857.0,904,803,121.0,,0,0.0,6,29,-2.0,801.0,ORD,589.0,0,4112,0.0,1,0.0,IAD,0.0,N663AR,7.0,17.0,MQ,0.0,2005
257886,169.0,99.0,115.0,2152.0,1957,1800,117.0,,0,63.0,2,4,63.0,1903.0,ATL,533.0,0,4553,0.0,1,52.0,IAD,0.0,N716EV,45.0,25.0,EV,0.0,2005
257939,149.0,129.0,-20.0,1129.0,1149,905,164.0,,0,0.0,3,26,-5.0,900.0,FLL,901.0,0,1541,0.0,1,0.0,IAD,0.0,N479UA,4.0,16.0,UA,0.0,2005
258000,356.0,332.0,-8.0,1929.0,1937,1635,362.0,,0,0.0,6,1,-2.0,1633.0,SMF,2358.0,0,189,0.0,1,0.0,IAD,0.0,N848UA,8.0,16.0,UA,0.0,2005
258007,58.0,41.0,-15.0,1153.0,1208,1100,68.0,,0,0.0,3,26,-5.0,1055.0,GSO,239.0,0,1784,0.0,1,0.0,IAD,0.0,N629BR,2.0,15.0,DH,0.0,2005
258038,96.0,71.0,-15.0,1750.0,1805,1620,105.0,,0,0.0,1,10,-6.0,1614.0,CHS,441.0,0,1623,0.0,1,0.0,IAD,0.0,N701BR,3.0,22.0,DH,0.0,2005
258086,66.0,47.0,-28.0,1745.0,1813,1645,88.0,,0,0.0,4,20,-6.0,1639.0,SYR,296.0,0,1555,0.0,1,0.0,IAD,0.0,N687BR,4.0,15.0,DH,0.0,2005
258095,128.0,98.0,31.0,1825.0,1754,1645,129.0,,0,0.0,2,4,32.0,1717.0,ORD,589.0,0,4225,0.0,1,31.0,IAD,0.0,N816AE,6.0,24.0,MQ,0.0,2005
258103,247.0,221.0,14.0,1322.0,1308,817,231.0,,0,0.0,7,2,-2.0,815.0,SJU,1571.0,0,1243,0.0,1,0.0,IAD,0.0,N463UA,3.0,23.0,UA,0.0,2005
258115,,,,,1607,1450,77.0,B,1,0.0,6,22,,,CLE,288.0,0,2788,0.0,1,0.0,IAD,0.0,0,0.0,0.0,XE,0.0,2005
258142,130.0,103.0,30.0,1830.0,1800,1550,130.0,,0,0.0,6,1,30.0,1620.0,MCO,758.0,0,3,30.0,1,0.0,IAD,0.0,N805BR,4.0,23.0,DH,0.0,2005
258304,123.0,107.0,23.0,1638.0,1615,1420,115.0,,0,0.0,7,16,15.0,1435.0,JAX,631.0,0,5804,0.0,1,8.0,IAD,0.0,N981CA,4.0,12.0,OH,15.0,2005
258413,88.0,55.0,0.0,1023.0,1023,855,88.0,,0,0.0,4,20,0.0,855.0,CLT,321.0,0,1436,0.0,1,0.0,IAD,0.0,N646BR,3.0,30.0,DH,0.0,2005
258438,151.0,104.0,83.0,2105.0,1942,1725,137.0,,0,27.0,3,19,69.0,1834.0,MCO,758.0,0,1565,42.0,1,14.0,IAD,0.0,N486UA,6.0,41.0,UA,0.0,2005
258449,162.0,130.0,22.0,1141.0,1119,855,144.0,,0,0.0,7,16,4.0,859.0,TPA,810.0,0,1571,0.0,1,22.0,IAD,0.0,N473UA,2.0,30.0,UA,0.0,2005
258455,347.0,298.0,11.0,1106.0,1055,820,335.0,,0,0.0,7,30,-1.0,819.0,SAN,2253.0,0,211,0.0,1,0.0,IAD,0.0,N835UA,3.0,46.0,UA,0.0,2005
258473,345.0,144.0,5.0,2300.0,2255,1955,360.0,,0,0.0,3,5,20.0,2015.0,OAK,2408.0,0,321,0.0,1,0.0,IAD,0.0,N581JB,6.0,15.0,B6,0.0,2005
258508,72.0,41.0,7.0,957.0,950,845,65.0,,0,0.0,5,14,0.0,845.0,CRW,227.0,0,1889,0.0,1,0.0,IAD,0.0,N641BR,3.0,28.0,DH,0.0,2005
258532,117.0,98.0,-8.0,2045.0,2053,1850,123.0,,0,0.0,5,7,-2.0,1848.0,JAX,631.0,0,1496,0.0,1,0.0,IAD,0.0,N624BR,3.0,16.0,DH,0.0,2005
258551,96.0,74.0,4.0,2219.0,2215,2045,90.0,,0,0.0,3,26,-2.0,2043.0,SDF,451.0,0,1575,0.0,1,0.0,IAD,0.0,N694BR,5.0,17.0,DH,0.0,2005
258573,77.0,41.0,-29.0,1835.0,1904,1725,99.0,,0,0.0,1,3,-7.0,1718.0,EWR,213.0,0,1025,0.0,1,0.0,IAD,0.0,N636BR,8.0,27.0,DH,0.0,2005
258642,109.0,93.0,-19.0,1711.0,1730,1525,125.0,,0,0.0,7,16,-3.0,1522.0,JAX,631.0,0,1523,0.0,1,0.0,IAD,0.0,N652BR,3.0,13.0,DH,0.0,2005
258664,54.0,37.0,-25.0,845.0,910,800,70.0,,0,0.0,1,24,-9.0,751.0,RDU,224.0,0,1044,0.0,1,0.0,IAD,0.0,N684BR,2.0,15.0,DH,0.0,2005
258680,164.0,133.0,-2.0,1218.0,1220,935,165.0,,0,0.0,3,12,-1.0,934.0,MIA,921.0,0,733,0.0,1,0.0,IAD,0.0,N314UA,2.0,29.0,UA,0.0,2005
258688,56.0,33.0,-8.0,1146.0,1154,1050,64.0,,0,0.0,5,14,0.0,1050.0,PIT,183.0,0,1222,0.0,1,0.0,IAD,0.0,N632BR,6.0,16.0,DH,0.0,2005
258690,325.0,121.0,-8.0,932.0,940,700,340.0,,0,0.0,6,29,7.0,707.0,LGB,2277.0,0,311,0.0,1,0.0,IAD,0.0,N508JB,4.0,20.0,B6,0.0,2005
258754,104.0,75.0,15.0,1119.0,1104,930,94.0,,0,0.0,1,17,5.0,935.0,CVG,388.0,0,5387,0.0,1,10.0,IAD,0.0,N975CA,8.0,21.0,OH,5.0,2005
258821,71.0,35.0,75.0,1657.0,1542,1435,67.0,,0,1.0,4,27,71.0,1546.0,PIT,183.0,0,1224,71.0,1,3.0,IAD,0.0,N681BR,6.0,29.0,DH,0.0,2005
258913,120.0,83.0,-7.0,2053.0,2100,1900,120.0,,0,0.0,2,4,-7.0,1853.0,ATL,533.0,0,1009,0.0,1,0.0,IAD,0.0,N903DL,19.0,18.0,DL,0.0,2005
258940,67.0,54.0,-17.0,1032.0,1049,930,79.0,,0,0.0,1,10,-5.0,925.0,BDL,326.0,0,1738,0.0,1,0.0,IAD,0.0,N678BR,2.0,11.0,DH,0.0,2005
258947,73.0,58.0,-13.0,1344.0,1357,1235,82.0,,0,0.0,4,20,-4.0,1231.0,PVD,372.0,0,1629,0.0,1,0.0,IAD,0.0,N705BR,1.0,14.0,DH,0.0,2005
259008,69.0,52.0,18.0,2043.0,2025,1855,90.0,,0,18.0,7,2,39.0,1934.0,CLT,321.0,0,1441,0.0,1,0.0,IAD,0.0,N678BR,5.0,12.0,DH,0.0,2005
259033,59.0,40.0,-20.0,1958.0,2018,1905,73.0,,0,0.0,1,3,-6.0,1859.0,RDU,224.0,0,1060,0.0,1,0.0,IAD,0.0,N649BR,2.0,16.0,DH,0.0,2005
259044,358.0,318.0,13.0,1010.0,957,715,342.0,,0,0.0,3,5,-3.0,712.0,LAX,2288.0,0,891,0.0,1,0.0,IAD,0.0,N824UA,5.0,35.0,UA,0.0,2005
259113,171.0,155.0,-6.0,1602.0,1608,1420,168.0,,0,0.0,1,17,-9.0,1411.0,MSP,908.0,0,1261,0.0,1,0.0,IAD,0.0,N963N,5.0,11.0,NW,0.0,2005
259147,122.0,88.0,4.0,902.0,858,705,113.0,,0,0.0,7,16,-5.0,700.0,ATL,533.0,0,1190,0.0,1,0.0,IAD,0.0,N626BR,7.0,26.0,DH,0.0,2005
259148,,,,,1815,1641,94.0,B,1,0.0,7,23,,,JFK,228.0,0,5216,0.0,1,0.0,IAD,0.0,0,0.0,0.0,OH,0.0,2005
259156,,,,,1758,1645,133.0,A,1,0.0,2,18,,,ORD,589.0,0,1170,0.0,1,0.0,IAD,0.0,N657BR,0.0,0.0,DH,0.0,2005
259212,57.0,42.0,30.0,1928.0,1858,1745,73.0,,0,0.0,1,24,46.0,1831.0,CRW,227.0,0,1892,30.0,1,0.0,IAD,0.0,N673BR,3.0,12.0,DH,0.0,2005
259213,66.0,52.0,-25.0,2221.0,2246,2120,86.0,,0,0.0,3,5,-5.0,2115.0,PVD,372.0,0,1633,0.0,1,0.0,IAD,0.0,N679BR,3.0,11.0,DH,0.0,2005
259237,74.0,57.0,-23.0,1038.0,1101,930,91.0,,0,0.0,7,16,-6.0,924.0,MHT,418.0,0,1866,0.0,1,0.0,IAD,0.0,N680BR,3.0,13.0,DH,0.0,2005
259459,59.0,40.0,-16.0,2051.0,2107,1955,72.0,,0,0.0,1,31,-3.0,1952.0,RDU,224.0,0,1062,0.0,1,0.0,IAD,0.0,N688BR,3.0,15.0,DH,0.0,2005
259527,135.0,113.0,47.0,2250.0,2203,2010,113.0,,0,0.0,5,7,25.0,2035.0,ATL,533.0,0,59,0.0,1,47.0,IAD,0.0,N919AT,7.0,15.0,FL,0.0,2005
259613,114.0,94.0,2.0,1739.0,1737,1645,112.0,,0,0.0,5,21,0.0,1645.0,BNA,542.0,0,1810,0.0,1,0.0,IAD,0.0,N639BR,2.0,18.0,DH,0.0,2005
259642,154.0,110.0,137.0,2218.0,2001,1855,126.0,,0,0.0,1,3,109.0,2044.0,ORD,589.0,0,4231,74.0,1,63.0,IAD,0.0,N691AE,6.0,38.0,MQ,0.0,2005
259693,83.0,52.0,-3.0,1847.0,1850,1720,90.0,,0,0.0,4,13,4.0,1724.0,CLE,288.0,0,1845,0.0,1,0.0,IAD,0.0,N629BR,8.0,22.0,DH,0.0,2005
259728,75.0,60.0,-18.0,1512.0,1530,1405,85.0,,0,0.0,7,16,-8.0,1357.0,CLT,321.0,0,1439,0.0,1,0.0,IAD,0.0,N686BR,4.0,11.0,DH,0.0,2005
259733,124.0,106.0,-21.0,1729.0,1750,1525,145.0,,0,0.0,2,25,0.0,1525.0,TPA,810.0,0,12,0.0,1,0.0,IAD,0.0,N803BR,9.0,9.0,DH,0.0,2005
259858,102.0,82.0,-18.0,2251.0,2309,2115,114.0,,0,0.0,2,4,-6.0,2109.0,ATL,533.0,0,1216,0.0,1,0.0,IAD,0.0,N635BR,6.0,14.0,DH,0.0,2005
259880,58.0,35.0,8.0,1202.0,1154,1050,64.0,,0,0.0,7,23,14.0,1104.0,PIT,183.0,0,1222,0.0,1,0.0,IAD,0.0,N647BR,7.0,16.0,DH,0.0,2005
259890,71.0,58.0,8.0,1503.0,1455,1325,90.0,,0,0.0,6,15,27.0,1352.0,MHT,418.0,0,1868,0.0,1,0.0,IAD,0.0,N653BR,3.0,9.0,DH,0.0,2005
259899,109.0,87.0,-5.0,1922.0,1927,1820,127.0,,0,0.0,6,1,13.0,1833.0,HSV,595.0,0,1433,0.0,1,0.0,IAD,0.0,N708BR,4.0,18.0,DH,0.0,2005
260017,359.0,339.0,0.0,1737.0,1737,1440,357.0,,0,0.0,1,3,-2.0,1438.0,SFO,2419.0,0,201,0.0,1,0.0,IAD,0.0,N826UA,5.0,15.0,UA,0.0,2005
260032,109.0,78.0,3.0,1104.0,1101,915,106.0,,0,0.0,3,5,0.0,915.0,SAV,515.0,0,1248,0.0,1,0.0,IAD,0.0,N637BR,5.0,26.0,DH,0.0,2005
260044,95.0,49.0,-3.0,1927.0,1930,1755,95.0,,0,0.0,1,17,-3.0,1752.0,HPN,247.0,0,1749,0.0,1,0.0,IAD,0.0,N638BR,5.0,40.0,DH,0.0,2005
260054,122.0,101.0,-11.0,1644.0,1655,1445,130.0,,0,0.0,3,26,-3.0,1442.0,MCO,758.0,0,9,0.0,1,0.0,IAD,0.0,N804BR,3.0,17.0,DH,0.0,2005
260067,327.0,130.0,-10.0,920.0,930,630,360.0,,0,0.0,2,18,23.0,653.0,OAK,2408.0,0,315,0.0,1,0.0,IAD,0.0,N569JB,4.0,13.0,B6,0.0,2005
260104,97.0,76.0,-3.0,1012.0,1015,835,100.0,,0,0.0,5,14,0.0,835.0,CVG,388.0,0,5798,0.0,1,0.0,IAD,0.0,N916CA,10.0,11.0,OH,0.0,2005
260236,,,,,1003,850,73.0,B,1,0.0,6,22,,,EWR,213.0,0,1005,0.0,1,0.0,IAD,0.0,N651BR,0.0,0.0,DH,0.0,2005
260367,94.0,73.0,-16.0,938.0,954,800,114.0,,0,0.0,7,23,4.0,804.0,ATL,533.0,0,1405,0.0,1,0.0,IAD,0.0,N959DL,9.0,12.0,DL,0.0,2005
260375,365.0,335.0,36.0,2023.0,1947,1705,342.0,,0,10.0,1,3,13.0,1718.0,SAN,2253.0,0,919,3.0,1,23.0,IAD,0.0,N823UA,2.0,28.0,UA,0.0,2005
260417,98.0,70.0,0.0,1838.0,1838,1700,98.0,,0,0.0,5,28,0.0,1700.0,MHT,418.0,0,1869,0.0,1,0.0,IAD,0.0,N645BR,3.0,24.0,DH,0.0,2005
260470,244.0,223.0,-3.0,1230.0,1233,1030,243.0,,0,0.0,4,20,-4.0,1026.0,DEN,1452.0,0,1227,0.0,1,0.0,IAD,0.0,N346UA,8.0,13.0,UA,0.0,2005
260492,86.0,67.0,-10.0,747.0,757,625,92.0,,0,0.0,2,18,-4.0,621.0,CVG,388.0,0,957,0.0,1,0.0,IAD,0.0,N37700,7.0,12.0,DL,0.0,2005
260565,,,,,1305,1155,70.0,B,1,0.0,6,22,,,BUF,284.0,0,1294,0.0,1,0.0,IAD,0.0,N687BR,0.0,0.0,DH,0.0,2005
260575,116.0,96.0,0.0,1556.0,1556,1400,116.0,,0,0.0,4,6,0.0,1400.0,ATL,533.0,0,444,0.0,1,0.0,IAD,0.0,N905DE,5.0,15.0,DL,0.0,2005
260601,103.0,79.0,-8.0,1738.0,1746,1555,111.0,,0,0.0,5,7,0.0,1555.0,IND,476.0,0,1591,0.0,1,0.0,IAD,0.0,N690BR,7.0,17.0,DH,0.0,2005
260628,139.0,117.0,1.0,2128.0,2127,1910,137.0,,0,0.0,4,13,-1.0,1909.0,MCO,758.0,0,1517,0.0,1,0.0,IAD,0.0,N447UA,3.0,19.0,UA,0.0,2005
260642,72.0,56.0,-3.0,1300.0,1303,1150,73.0,,0,0.0,6,8,-2.0,1148.0,CMH,299.0,0,1491,0.0,1,0.0,IAD,0.0,N670BR,3.0,13.0,DH,0.0,2005
260678,68.0,49.0,-20.0,1539.0,1559,1435,84.0,,0,0.0,5,14,-4.0,1431.0,BDL,326.0,0,1740,0.0,1,0.0,IAD,0.0,N684BR,2.0,16.0,DH,0.0,2005
260710,78.0,62.0,-11.0,2113.0,2124,1955,89.0,,0,0.0,1,3,0.0,1955.0,BOS,413.0,0,994,0.0,1,0.0,IAD,0.0,N829UA,3.0,13.0,UA,0.0,2005
260716,61.0,39.0,-13.0,810.0,823,710,73.0,,0,0.0,7,9,-1.0,709.0,EWR,213.0,0,1003,0.0,1,0.0,IAD,0.0,N661BR,7.0,15.0,DH,0.0,2005
260747,310.0,285.0,-26.0,1029.0,1055,820,335.0,,0,0.0,7,23,-1.0,819.0,SAN,2253.0,0,211,0.0,1,0.0,IAD,0.0,N829UA,3.0,22.0,UA,0.0,2005
260809,110.0,91.0,-4.0,2249.0,2253,2100,113.0,,0,0.0,6,8,-1.0,2059.0,JAX,631.0,0,1525,0.0,1,0.0,IAD,0.0,N623BR,6.0,12.0,DH,0.0,2005
260823,300.0,283.0,-18.0,1018.0,1036,820,316.0,,0,0.0,2,25,-2.0,818.0,LAS,2066.0,0,1549,0.0,1,0.0,IAD,0.0,N486UA,4.0,13.0,UA,0.0,2005
260828,82.0,66.0,-28.0,1630.0,1658,1515,103.0,,0,0.0,7,9,-7.0,1508.0,MHT,418.0,0,1870,0.0,1,0.0,IAD,0.0,N701BR,5.0,11.0,DH,0.0,2005
261124,103.0,82.0,-10.0,738.0,748,600,108.0,,0,0.0,1,10,-5.0,555.0,ATL,533.0,0,748,0.0,1,0.0,IAD,0.0,N970DL,6.0,15.0,DL,0.0,2005
261194,103.0,74.0,9.0,2338.0,2329,2155,94.0,,0,0.0,4,13,0.0,2155.0,BOS,413.0,0,804,0.0,1,0.0,IAD,0.0,N531UA,5.0,24.0,UA,0.0,2005
261195,,,,,1544,1433,131.0,B,1,0.0,6,22,,,ORD,589.0,0,281,0.0,1,0.0,IAD,0.0,000000,0.0,0.0,UA,0.0,2005
261217,64.0,44.0,-14.0,954.0,1008,855,73.0,,0,0.0,1,3,-5.0,850.0,EWR,213.0,0,1005,0.0,1,0.0,IAD,0.0,N680BR,2.0,18.0,DH,0.0,2005
261309,63.0,40.0,-22.0,945.0,1007,850,77.0,,0,0.0,4,6,-8.0,842.0,JFK,228.0,0,1074,0.0,1,0.0,IAD,0.0,N650BR,8.0,15.0,DH,0.0,2005
261440,352.0,330.0,4.0,1956.0,1952,1705,347.0,,0,0.0,4,13,-1.0,1704.0,SEA,2306.0,0,917,0.0,1,0.0,IAD,0.0,N422UA,4.0,18.0,UA,0.0,2005
261441,121.0,87.0,18.0,1311.0,1253,1100,113.0,,0,10.0,5,14,10.0,1110.0,ATL,533.0,0,997,0.0,1,8.0,IAD,0.0,N946DL,9.0,25.0,DL,0.0,2005
261523,331.0,315.0,-38.0,918.0,956,650,366.0,,0,0.0,2,25,-3.0,647.0,SFO,2419.0,0,837,0.0,1,0.0,IAD,0.0,N834UA,3.0,13.0,UA,0.0,2005
261553,316.0,294.0,3.0,1033.0,1030,720,310.0,,0,0.0,2,4,-3.0,717.0,PHX,1956.0,0,506,0.0,1,0.0,IAD,0.0,N825AW,7.0,15.0,HP,0.0,2005
261667,333.0,118.0,-13.0,2017.0,2030,1745,345.0,,0,0.0,7,30,-1.0,1744.0,LGB,2277.0,0,306,0.0,1,0.0,IAD,0.0,N519JB,7.0,28.0,B6,0.0,2005
261697,115.0,104.0,-21.0,1019.0,1040,825,135.0,,0,0.0,7,2,-1.0,824.0,MCO,758.0,0,1557,0.0,1,0.0,IAD,0.0,N483UA,3.0,8.0,UA,0.0,2005
261716,66.0,46.0,-33.0,1841.0,1914,1745,89.0,,0,0.0,6,29,-10.0,1735.0,ROC,289.0,0,1609,0.0,1,0.0,IAD,0.0,N645BR,6.0,14.0,DH,0.0,2005
261740,70.0,42.0,-16.0,1404.0,1420,1300,80.0,,0,0.0,7,9,-6.0,1254.0,JFK,228.0,0,1084,0.0,1,0.0,IAD,0.0,N673BR,7.0,21.0,DH,0.0,2005
261751,355.0,321.0,16.0,2053.0,2037,1800,337.0,,0,0.0,4,6,-2.0,1758.0,LAX,2288.0,0,75,0.0,1,16.0,IAD,0.0,N3ADAA,5.0,29.0,AA,0.0,2005
261843,,,,,1019,900,79.0,B,1,0.0,6,22,,,SYR,296.0,0,1551,0.0,1,0.0,IAD,0.0,N639BR,0.0,0.0,DH,0.0,2005
261873,91.0,63.0,35.0,1946.0,1911,1745,86.0,,0,0.0,5,21,30.0,1815.0,CAE,401.0,0,1999,30.0,1,5.0,IAD,0.0,N675BR,4.0,24.0,DH,0.0,2005
261877,68.0,51.0,-23.0,1507.0,1530,1405,85.0,,0,0.0,7,9,-6.0,1359.0,CLT,321.0,0,1439,0.0,1,0.0,IAD,0.0,N681BR,4.0,12.0,DH,0.0,2005
261892,329.0,301.0,9.0,1144.0,1135,900,335.0,,0,0.0,6,22,15.0,915.0,LAX,2288.0,0,149,0.0,1,0.0,IAD,0.0,N3AYAA,5.0,23.0,AA,0.0,2005
261907,,,,,2246,2135,71.0,B,1,0.0,6,22,,,EWR,213.0,0,1033,0.0,1,0.0,IAD,0.0,N692BR,0.0,0.0,DH,0.0,2005
262043,69.0,42.0,-23.0,1851.0,1914,1745,89.0,,0,0.0,4,13,-3.0,1742.0,ROC,289.0,0,1609,0.0,1,0.0,IAD,0.0,N656BR,7.0,20.0,DH,0.0,2005
262129,78.0,57.0,4.0,2259.0,2255,2130,85.0,,0,0.0,2,4,11.0,2141.0,SWF,251.0,0,1922,0.0,1,0.0,IAD,0.0,N637BR,3.0,18.0,DH,0.0,2005
262136,54.0,34.0,49.0,2032.0,1943,1835,68.0,,0,49.0,4,27,63.0,1938.0,PIT,183.0,0,1226,0.0,1,0.0,IAD,0.0,N625BR,5.0,15.0,DH,0.0,2005
262166,80.0,30.0,0.0,1210.0,1210,1050,80.0,,0,0.0,3,19,0.0,1050.0,EWR,213.0,0,1009,0.0,1,0.0,IAD,0.0,N669BR,5.0,44.0,DH,0.0,2005
262249,164.0,145.0,-1.0,1829.0,1830,1645,165.0,,0,0.0,4,27,0.0,1645.0,MSY,954.0,0,1199,0.0,1,0.0,IAD,0.0,N850UA,6.0,13.0,UA,0.0,2005
262287,75.0,55.0,25.0,2220.0,2155,2045,70.0,,0,1.0,1,31,20.0,2105.0,CLE,288.0,0,1847,20.0,1,4.0,IAD,0.0,N630BR,4.0,16.0,DH,0.0,2005
262296,64.0,45.0,-20.0,1400.0,1420,1300,80.0,,0,0.0,4,20,-4.0,1256.0,JFK,228.0,0,1084,0.0,1,0.0,IAD,0.0,N660BR,5.0,14.0,DH,0.0,2005
262367,64.0,46.0,-36.0,2025.0,2101,1930,91.0,,0,0.0,1,3,-9.0,1921.0,SYR,296.0,0,1556,0.0,1,0.0,IAD,0.0,N679BR,3.0,15.0,DH,0.0,2005
262423,76.0,52.0,4.0,1004.0,1000,835,85.0,,0,0.0,3,5,13.0,848.0,HPN,247.0,0,1747,0.0,1,0.0,IAD,0.0,N649BR,2.0,22.0,DH,0.0,2005
262498,382.0,163.0,48.0,1028.0,940,700,340.0,,0,0.0,6,8,6.0,706.0,LGB,2277.0,0,311,6.0,1,42.0,IAD,0.0,N516JB,4.0,35.0,B6,0.0,2005
262533,104.0,89.0,-23.0,1732.0,1755,1550,125.0,,0,0.0,6,1,-2.0,1548.0,JAX,631.0,0,1523,0.0,1,0.0,IAD,0.0,N645BR,3.0,11.0,DH,0.0,2005
262545,70.0,58.0,-14.0,854.0,908,745,83.0,,0,0.0,2,18,-1.0,744.0,CLT,321.0,0,965,0.0,1,0.0,IAD,0.0,N770UW,3.0,9.0,US,0.0,2005
262684,97.0,74.0,4.0,1325.0,1321,1150,91.0,,0,0.0,2,18,-2.0,1148.0,MHT,418.0,0,1867,0.0,1,0.0,IAD,0.0,N627BR,2.0,21.0,DH,0.0,2005
262746,67.0,48.0,-12.0,1028.0,1040,930,70.0,,0,0.0,3,26,-9.0,921.0,BUF,284.0,0,1293,0.0,1,0.0,IAD,0.0,N687BR,2.0,17.0,DH,0.0,2005
262768,309.0,291.0,-6.0,1030.0,1036,820,316.0,,0,0.0,7,16,1.0,821.0,LAS,2066.0,0,1549,0.0,1,0.0,IAD,0.0,N482UA,5.0,13.0,UA,0.0,2005
262853,80.0,63.0,-1.0,1315.0,1316,1155,81.0,,0,0.0,1,17,0.0,1155.0,GSP,383.0,0,1851,0.0,1,0.0,IAD,0.0,N639BR,2.0,14.0,DH,0.0,2005
262922,,,,,1830,1645,105.0,C,1,0.0,2,18,,,BOS,413.0,0,1133,0.0,1,0.0,IAD,0.0,N660BR,0.0,0.0,DH,0.0,2005
262935,73.0,56.0,1.0,2156.0,2155,2040,75.0,,0,0.0,3,19,3.0,2043.0,BUF,284.0,0,1298,0.0,1,0.0,IAD,0.0,N708BR,2.0,15.0,DH,0.0,2005
262977,126.0,112.0,65.0,2149.0,2044,1830,134.0,,0,0.0,5,14,73.0,1943.0,MCO,758.0,0,2201,65.0,1,0.0,IAD,0.0,N642BR,3.0,11.0,DH,0.0,2005
263033,101.0,66.0,1.0,1016.0,1015,835,100.0,,0,0.0,7,30,0.0,835.0,CVG,388.0,0,5798,0.0,1,0.0,IAD,0.0,n816ca,2.0,33.0,OH,0.0,2005
